user_id,age_group,education_level,neurodivergence_type,primary_challenge,prior_elearning_experience,font_type,font_size_pt,color_theme,layout_mode,content_format,text_to_speech_enabled,session_reminder_used,session_duration_min,task_completion_rate,number_of_setting_changes,errors_or_backtracks,sus_score,engagement_score,would_recommend,feedback_theme
WALS-108076,Adult Learner (25+),Undergraduate,None (Control),Reading Comprehension,,Standard,14,Default,Distraction-Free,Multimodal,True,False,6.4,0.88,1,0,89.4,,True,
WALS-101453,Higher Ed (18-24),Secondary,Multiple,Attention & Distraction,Extensive,Dyslexia-Friendly,16,High-Contrast,Simplified,Multimodal,False,False,26.1,0.71,4,0,61.7,6.0,True,
WALS-105218,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Dyslexia-Friendly,18,Default,Distraction-Free,Audio,False,True,12.3,0.96,0,0,80.1,7.0,True,Positive: Ease of Use
WALS-101180,School (13-17),Postgraduate,None (Control),Sensory Sensitivity,Some,Dyslexia-Friendly,16,Dark Mode,Simplified,Text,False,False,18.9,0.87,0,0,91.3,8.0,True,Positive: Helpful Personalization
WALS-105015,Higher Ed (18-24),Undergraduate,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,13,Default,Distraction-Free,Text,True,False,4.0,0.33,3,0,85.4,8.0,True,Suggestion: Better Font Controls
WALS-103958,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,11,Dark Mode,Distraction-Free,Visual,False,True,18.9,0.75,0,2,68.1,9.0,True,Positive: Helpful Personalization
WALS-105328,School (13-17),Secondary,Multiple,Cognitive Overload,Extensive,Dyslexia-Friendly,11,High-Contrast,Distraction-Free,Text,False,False,20.7,0.57,3,0,93.8,8.0,True,Positive: Ease of Use
WALS-109066,School (13-17),Undergraduate,Autism,Sensory Sensitivity,Extensive,Standard,16,High-Contrast,Standard,Visual,False,False,17.2,0.55,0,0,62.2,5.0,False,Neutral: No Strong Opinion
WALS-108971,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Standard,17,Default,Standard,Text,False,False,18.6,0.68,2,0,74.7,5.0,True,Suggestion: Better Font Controls
WALS-104852,Adult Learner (25+),Postgraduate,Dyscalculia,Cognitive Overload,Some,Standard,18,Dark Mode,Simplified,Audio,False,False,34.3,0.73,4,4,49.4,6.0,False,Suggestion: More Audio Content
WALS-109255,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,15,Low-Stimulation Pastel,Simplified,Audio,True,True,12.3,0.32,1,0,84.9,5.0,True,Suggestion: More Audio Content
WALS-109466,Higher Ed (18-24),Secondary,Autism,Attention & Distraction,None,Standard,12,High-Contrast,Standard,Text,True,False,8.9,0.98,3,2,75.1,6.0,True,Neutral: No Strong Opinion
WALS-100035,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,,Standard,16,Default,Distraction-Free,Text,False,True,10.8,0.84,3,1,69.1,,True,
WALS-100469,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,,Dyslexia-Friendly,18,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,18.3,0.79,1,1,59.7,,True,
WALS-106521,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,Some,Standard,15,Dark Mode,Simplified,Visual,False,False,22.3,0.63,5,0,74.8,5.0,True,Neutral: No Strong Opinion
WALS-101123,School (13-17),Secondary,Multiple,Cognitive Overload,Extensive,Standard,16,Default,Standard,Audio,True,False,31.3,0.89,2,1,77.8,8.0,True,Suggestion: Better Font Controls
WALS-100039,Adult Learner (25+),Undergraduate,Multiple,Sensory Sensitivity,,Dyslexia-Friendly,17,Low-Stimulation Pastel,Simplified,Multimodal,True,False,16.9,0.83,2,0,80.3,,True,
WALS-109226,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,Extensive,Standard,11,High-Contrast,Simplified,Multimodal,True,False,23.7,0.79,3,4,94.7,8.0,True,Neutral: No Strong Opinion
WALS-107689,School (13-17),Postgraduate,None (Control),Sensory Sensitivity,Some,Standard,15,Default,Distraction-Free,Multimodal,True,True,18.6,0.95,1,2,63.8,6.0,True,Suggestion: Better Font Controls
WALS-102405,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,18,Dark Mode,Standard,Text,False,False,31.8,0.82,5,1,83.5,6.0,True,Neutral: No Strong Opinion
WALS-107255,Adult Learner (25+),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,15,High-Contrast,Distraction-Free,Text,False,False,25.0,0.54,1,1,44.6,5.0,True,Suggestion: Better Font Controls
WALS-103739,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,14,Default,Standard,Multimodal,False,False,10.0,0.73,2,0,81.1,9.0,True,Positive: Helpful Personalization
WALS-103375,Higher Ed (18-24),Postgraduate,Autism,Attention & Distraction,Extensive,Dyslexia-Friendly,13,Low-Stimulation Pastel,Distraction-Free,Audio,False,True,15.2,0.92,1,1,52.2,6.0,True,Suggestion: Better Font Controls
WALS-110152,School (13-17),Postgraduate,Autism,Cognitive Overload,Extensive,Standard,14,Low-Stimulation Pastel,Distraction-Free,Text,False,False,21.6,0.51,0,0,82.9,7.0,True,Neutral: No Strong Opinion
WALS-101479,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,None,Dyslexia-Friendly,17,Default,Standard,Text,True,False,18.7,0.41,1,1,41.1,7.0,False,
WALS-108594,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,16,Default,Simplified,Text,False,False,19.5,0.72,7,1,74.5,6.0,True,Suggestion: More Audio Content
WALS-107748,Higher Ed (18-24),Undergraduate,None (Control),Cognitive Overload,Extensive,Standard,14,High-Contrast,Distraction-Free,Visual,False,False,11.6,0.92,2,0,100.0,6.0,True,Positive: Helpful Personalization
WALS-107717,Higher Ed (18-24),Secondary,None (Control),Sensory Sensitivity,Some,Standard,13,Default,Standard,Audio,False,False,28.5,0.49,3,1,50.4,4.0,False,Suggestion: Better Font Controls
WALS-109977,Higher Ed (18-24),Secondary,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,16,Default,Distraction-Free,Audio,True,False,11.3,0.72,1,0,57.8,8.0,True,Suggestion: More Audio Content
WALS-108761,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,20,Default,Simplified,Audio,True,False,14.7,0.86,2,0,77.6,9.0,True,Positive: Ease of Use
WALS-108048,Higher Ed (18-24),Secondary,Dyscalculia,Cognitive Overload,None,Dyslexia-Friendly,15,High-Contrast,Standard,Multimodal,False,True,14.3,0.86,3,0,64.3,6.0,True,Neutral: No Strong Opinion
WALS-108931,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,,Standard,18,High-Contrast,Standard,Multimodal,False,True,9.1,0.77,3,1,58.7,,True,
WALS-104779,Adult Learner (25+),Postgraduate,ADHD,Cognitive Overload,Extensive,Dyslexia-Friendly,15,Dark Mode,Simplified,Multimodal,False,False,20.5,0.61,3,0,86.3,8.0,True,Positive: Ease of Use
WALS-109968,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Some,Standard,20,High-Contrast,Simplified,Multimodal,False,True,25.7,0.62,2,0,70.8,6.0,True,Suggestion: Better Font Controls
WALS-103312,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Extensive,Standard,19,Default,Standard,Visual,True,False,20.7,0.69,3,2,70.9,4.0,True,Negative: Too Many Options
WALS-103457,Higher Ed (18-24),Secondary,None (Control),Sensory Sensitivity,Some,Dyslexia-Friendly,17,Default,Simplified,Audio,False,False,7.6,0.88,1,3,57.3,6.0,False,Suggestion: Better Font Controls
WALS-105853,Higher Ed (18-24),Postgraduate,None (Control),Attention & Distraction,Extensive,Dyslexia-Friendly,14,Dark Mode,Standard,Visual,False,False,23.6,0.61,4,0,54.5,8.0,False,
WALS-108394,Adult Learner (25+),Secondary,Dyscalculia,Reading Comprehension,Some,Dyslexia-Friendly,16,Dark Mode,Simplified,Multimodal,True,True,16.8,0.71,0,3,70.2,9.0,True,Suggestion: Better Font Controls
WALS-104775,Adult Learner (25+),Secondary,Autism,Cognitive Overload,Some,Dyslexia-Friendly,18,Low-Stimulation Pastel,Distraction-Free,Visual,True,False,29.1,0.85,3,1,55.1,8.0,True,Suggestion: More Audio Content
WALS-106485,Higher Ed (18-24),Secondary,None (Control),Reading Comprehension,Some,Standard,11,Dark Mode,Distraction-Free,Text,True,False,26.4,0.66,4,1,72.0,8.0,True,Neutral: No Strong Opinion
WALS-108844,Higher Ed (18-24),Postgraduate,Dyscalculia,Cognitive Overload,Some,Dyslexia-Friendly,13,Default,Distraction-Free,Text,True,False,23.4,0.24,2,2,92.3,7.0,True,Neutral: No Strong Opinion
WALS-109097,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,Some,Dyslexia-Friendly,12,Low-Stimulation Pastel,Simplified,Audio,False,True,10.1,0.64,3,1,62.2,8.0,False,Negative: Confusing Navigation
WALS-106177,Higher Ed (18-24),Secondary,None (Control),Attention & Distraction,Some,Standard,17,Default,Distraction-Free,Visual,False,False,25.3,0.65,2,3,92.7,10.0,True,Positive: Ease of Use
WALS-104030,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Some,Standard,11,Default,Simplified,Text,False,False,23.5,0.74,3,2,88.3,7.0,True,Suggestion: More Audio Content
WALS-103003,Adult Learner (25+),Undergraduate,ADHD,Cognitive Overload,Some,Standard,18,Default,Distraction-Free,Audio,True,False,8.4,0.67,3,1,77.3,8.0,True,Suggestion: More Audio Content
WALS-109657,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,16,High-Contrast,Standard,Visual,True,True,17.9,0.66,2,1,80.4,8.0,True,Positive: Helpful Personalization
WALS-106688,School (13-17),Undergraduate,Autism,Sensory Sensitivity,Some,Standard,18,Low-Stimulation Pastel,Distraction-Free,Audio,True,True,9.8,0.67,2,1,59.0,7.0,False,Neutral: No Strong Opinion
WALS-106673,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Some,Dyslexia-Friendly,11,High-Contrast,Standard,Text,True,True,20.8,0.69,2,1,76.7,9.0,True,Neutral: No Strong Opinion
WALS-103860,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,17,Default,Simplified,Text,False,False,24.6,0.67,2,1,60.0,6.0,False,Neutral: No Strong Opinion
WALS-105577,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,13,Dark Mode,Simplified,Text,False,False,30.8,0.7,1,3,57.1,7.0,True,Suggestion: Better Font Controls
WALS-101954,Higher Ed (18-24),Undergraduate,None (Control),Reading Comprehension,Some,Standard,18,Default,Simplified,Audio,False,False,6.1,0.72,1,2,60.0,3.0,True,Neutral: No Strong Opinion
WALS-105434,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,None,Standard,20,Default,Simplified,Visual,True,False,24.6,0.56,0,0,100.0,10.0,True,Suggestion: More Audio Content
WALS-106252,Higher Ed (18-24),Postgraduate,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,11,High-Contrast,Standard,Text,False,False,18.5,0.86,4,1,79.6,9.0,True,Neutral: No Strong Opinion
WALS-108145,School (13-17),Secondary,Dyscalculia,Cognitive Overload,Extensive,Standard,14,Default,Simplified,Multimodal,True,False,9.1,0.51,1,0,85.2,10.0,True,Positive: Helpful Personalization
WALS-104708,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Standard,12,High-Contrast,Simplified,Audio,False,False,17.2,0.76,1,5,65.8,6.0,True,Neutral: No Strong Opinion
WALS-102312,School (13-17),Undergraduate,None (Control),Attention & Distraction,Some,Dyslexia-Friendly,12,Low-Stimulation Pastel,Distraction-Free,Multimodal,True,False,39.1,0.87,2,0,90.0,6.0,True,Suggestion: More Audio Content
WALS-109666,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,15,Default,Standard,Multimodal,True,False,20.7,0.55,2,1,93.7,8.0,True,Positive: Helpful Personalization
WALS-108878,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,None,Standard,18,Default,Simplified,Multimodal,True,True,11.0,0.62,2,2,58.1,4.0,True,Suggestion: More Audio Content
WALS-104700,Higher Ed (18-24),Secondary,Autism,Cognitive Overload,Extensive,Standard,11,Low-Stimulation Pastel,Simplified,Multimodal,False,False,15.8,0.78,3,1,74.5,6.0,True,Positive: Helpful Personalization
WALS-100318,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,,Dyslexia-Friendly,17,Low-Stimulation Pastel,Standard,Multimodal,True,False,14.4,0.9,1,0,65.4,,True,
WALS-104157,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Dyslexia-Friendly,19,High-Contrast,Distraction-Free,Visual,True,True,4.0,0.78,2,0,81.4,1.0,True,Neutral: No Strong Opinion
WALS-101660,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,12,High-Contrast,Simplified,Visual,True,True,28.4,0.4,6,2,81.7,4.0,True,Neutral: No Strong Opinion
WALS-100483,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,24,Dark Mode,Standard,Text,False,True,25.9,0.74,4,1,69.6,5.0,True,
WALS-105176,Higher Ed (18-24),Postgraduate,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,14,Default,Distraction-Free,Multimodal,False,False,26.7,0.81,0,2,72.1,7.0,True,Positive: Ease of Use
WALS-102614,Higher Ed (18-24),Postgraduate,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,11,Low-Stimulation Pastel,Simplified,Visual,True,False,19.1,0.33,2,1,63.4,5.0,True,
WALS-106114,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,12,Dark Mode,Simplified,Multimodal,True,False,20.3,0.69,1,1,86.8,6.0,True,Positive: Ease of Use
WALS-107820,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Some,Standard,17,High-Contrast,Simplified,Text,True,True,16.6,0.43,1,1,88.6,6.0,True,Suggestion: Better Font Controls
WALS-109110,School (13-17),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,16,Dark Mode,Standard,Text,True,False,32.5,0.87,2,0,47.3,4.0,False,Neutral: No Strong Opinion
WALS-108964,Higher Ed (18-24),Undergraduate,None (Control),Reading Comprehension,Some,Standard,18,Dark Mode,Simplified,Audio,False,True,19.4,0.87,5,0,91.0,9.0,True,Neutral: No Strong Opinion
WALS-106188,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Some,Dyslexia-Friendly,15,Default,Distraction-Free,Visual,True,False,21.9,0.65,1,0,77.4,6.0,True,Neutral: No Strong Opinion
WALS-108790,Higher Ed (18-24),Undergraduate,None (Control),Attention & Distraction,Extensive,Standard,11,Low-Stimulation Pastel,Distraction-Free,Text,False,False,26.3,0.84,5,1,73.3,7.0,True,Neutral: No Strong Opinion
WALS-107407,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,None,Dyslexia-Friendly,19,Low-Stimulation Pastel,Standard,Multimodal,False,False,4.0,0.51,1,0,69.9,6.0,True,Suggestion: Better Font Controls
WALS-109127,Higher Ed (18-24),Undergraduate,None (Control),Cognitive Overload,Extensive,Standard,11,High-Contrast,Standard,Visual,True,False,22.2,0.6,6,1,63.6,6.0,True,Suggestion: More Audio Content
WALS-103692,Adult Learner (25+),Undergraduate,Multiple,Sensory Sensitivity,Extensive,Dyslexia-Friendly,20,Default,Simplified,Multimodal,False,True,13.4,0.92,3,0,78.0,7.0,True,Positive: Helpful Personalization
WALS-102039,School (13-17),Undergraduate,Dyscalculia,Reading Comprehension,Extensive,Standard,14,High-Contrast,Standard,Multimodal,False,False,9.0,0.29,2,2,67.5,6.0,True,Suggestion: Better Font Controls
WALS-102638,Adult Learner (25+),Undergraduate,None (Control),Cognitive Overload,Some,Dyslexia-Friendly,11,High-Contrast,Distraction-Free,Multimodal,False,False,19.6,0.77,2,1,81.9,10.0,True,Suggestion: More Audio Content
WALS-101434,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Standard,21,Default,Standard,Audio,False,False,11.8,0.7,1,0,90.1,8.0,True,Neutral: No Strong Opinion
WALS-107209,Higher Ed (18-24),Secondary,Autism,Cognitive Overload,Some,Standard,15,Low-Stimulation Pastel,Distraction-Free,Audio,True,True,13.4,0.74,3,1,68.4,7.0,True,Suggestion: Better Font Controls
WALS-106071,Adult Learner (25+),Postgraduate,None (Control),Sensory Sensitivity,Extensive,Standard,13,Low-Stimulation Pastel,Simplified,Visual,True,True,13.7,0.87,2,1,81.6,9.0,True,Suggestion: More Audio Content
WALS-108771,Adult Learner (25+),Secondary,Dyslexia,Reading Comprehension,Some,Standard,13,Low-Stimulation Pastel,Standard,Audio,True,False,20.8,0.76,1,0,78.3,7.0,True,Positive: Helpful Personalization
WALS-101277,School (13-17),Undergraduate,Dyslexia,Reading Comprehension,,Dyslexia-Friendly,17,Low-Stimulation Pastel,Simplified,Visual,True,False,17.4,0.77,1,1,66.9,,True,
WALS-106389-R,School (13-17),Secondary,ADHD,Cognitive Overload,Extensive,Standard,11,Low-Stimulation Pastel,Simplified,Visual,False,True,20.8,0.74,0,2,81.6,5.0,True,Neutral: No Strong Opinion
WALS-105682,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,None,Dyslexia-Friendly,13,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,True,18.5,0.97,2,1,73.6,8.0,True,Positive: Ease of Use
WALS-103299,Higher Ed (18-24),Secondary,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,12,Default,Distraction-Free,Text,False,False,34.2,0.86,1,5,58.8,6.0,True,Neutral: No Strong Opinion
WALS-102620,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Some,Standard,20,Low-Stimulation Pastel,Simplified,Visual,False,True,11.4,0.64,2,1,72.6,5.0,False,Suggestion: Better Font Controls
WALS-103827,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Some,Standard,14,Low-Stimulation Pastel,Distraction-Free,Text,False,False,12.6,0.6,0,0,76.4,9.0,True,Positive: Ease of Use
WALS-108330,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,None,Dyslexia-Friendly,13,Dark Mode,Standard,Multimodal,False,False,15.7,0.72,2,2,81.5,7.0,True,Suggestion: Better Font Controls
WALS-100399,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,Some,Standard,17,Low-Stimulation Pastel,Distraction-Free,Visual,False,False,7.8,0.7,1,1,63.7,3.0,True,Suggestion: Better Font Controls
WALS-107677,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,Extensive,Dyslexia-Friendly,13,Default,Distraction-Free,Audio,False,True,22.8,0.63,1,4,33.1,4.0,False,Suggestion: Better Font Controls
WALS-107201,Higher Ed (18-24),Undergraduate,Dyslexia,Cognitive Overload,Extensive,Standard,14,Dark Mode,Standard,Text,False,False,7.6,0.85,0,0,84.2,8.0,True,Neutral: No Strong Opinion
WALS-109908,Higher Ed (18-24),Secondary,None (Control),Reading Comprehension,Extensive,Standard,14,Low-Stimulation Pastel,Standard,Audio,False,False,11.8,0.53,0,2,81.5,4.0,True,Neutral: No Strong Opinion
WALS-101775,Adult Learner (25+),Undergraduate,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,15,Default,Simplified,Text,True,False,14.2,0.46,5,1,77.1,7.0,True,Neutral: No Strong Opinion
WALS-102474,Adult Learner (25+),Undergraduate,None (Control),Attention & Distraction,Some,Dyslexia-Friendly,11,Default,Simplified,Audio,False,True,12.1,0.88,2,1,44.4,7.0,False,Negative: Too Many Options
WALS-107818,Adult Learner (25+),Secondary,Dyslexia,Cognitive Overload,None,Dyslexia-Friendly,21,Default,Standard,Audio,True,False,18.1,0.72,1,1,77.3,6.0,True,Neutral: No Strong Opinion
WALS-102029,School (13-17),Secondary,None (Control),Sensory Sensitivity,Extensive,Standard,15,Default,Simplified,Visual,False,False,30.7,0.79,3,1,62.2,6.0,True,Suggestion: More Audio Content
WALS-104414,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,Some,Standard,16,High-Contrast,Distraction-Free,Audio,True,False,21.1,0.97,2,0,94.6,7.0,True,Positive: Helpful Personalization
WALS-107118,School (13-17),Secondary,None (Control),Reading Comprehension,Some,Standard,17,Default,Simplified,Multimodal,False,True,35.4,0.77,2,1,64.4,4.0,True,Neutral: No Strong Opinion
WALS-108725,Higher Ed (18-24),Secondary,Autism,Cognitive Overload,Some,Standard,21,Low-Stimulation Pastel,Standard,Text,False,False,18.4,0.61,3,2,56.6,5.0,True,Negative: Too Many Options
WALS-105727,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,17,Default,Distraction-Free,Multimodal,False,True,9.0,0.86,0,2,97.5,8.0,True,
WALS-100251,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,,Standard,22,Dark Mode,Distraction-Free,Visual,False,True,7.3,0.79,4,1,67.2,8.0,True,
WALS-109877,Higher Ed (18-24),Postgraduate,None (Control),Sensory Sensitivity,Extensive,Standard,17,Dark Mode,Standard,Multimodal,False,False,32.4,0.53,4,0,60.2,7.0,False,Suggestion: Better Font Controls
WALS-106512,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,15,High-Contrast,Standard,Visual,False,True,17.7,0.38,1,2,53.8,3.0,False,Negative: Confusing Navigation
